,0,1,2,3
0,0.39461,0.00187838,0.434033,438.931
1,0.39461,0.00187839,0.434033,438.932
2,0.39461,0.00187838,0.434033,438.933
3,0.39461,0.00187838,0.434033,438.934
4,0.39461,0.00187839,0.434033,438.935
5,0.39461,0.00187838,0.434033,438.936
6,0.39461,0.00187838,0.434033,438.937
7,0.39461,0.00187839,0.434033,438.938
8,0.39461,0.00187838,0.434033,438.939
9,0.39461,0.00187838,0.434033,438.94
10,0.39461,0.00187839,0.434033,438.941
11,0.39461,0.00187838,0.434033,438.942
12,0.39461,0.00187838,0.434033,438.943
13,0.39461,0.00187839,0.434033,438.944
14,0.39461,0.00187838,0.434033,438.945
15,0.39461,0.00187838,0.434033,438.946
16,0.39461,0.00187839,0.434033,438.947
17,0.39461,0.00187838,0.434033,438.948
18,0.39461,0.00187838,0.434033,438.949
19,0.39461,0.00187839,0.434033,438.95
20,0.39461,0.00187838,0.434033,438.951
21,0.39461,0.00187838,0.434033,438.952
22,0.39461,0.00187839,0.434033,438.953
23,0.39461,0.00187838,0.434033,438.954
24,0.39461,0.00187838,0.434033,438.955
25,0.39461,0.00187839,0.434033,438.956
26,0.39461,0.00187838,0.434033,438.957
27,0.39461,0.00187838,0.434033,438.958
28,0.39461,0.00187839,0.434033,438.959
29,0.39461,0.00187838,0.434033,438.96
30,0.39461,0.00187838,0.434033,438.961
31,0.39461,0.00187839,0.434033,438.962
32,0.39461,0.00187838,0.434033,438.963
33,0.39461,0.00187838,0.434033,438.964
34,0.39461,0.00187839,0.434033,438.965
35,0.39461,0.00187838,0.434033,438.966
36,0.39461,0.00187838,0.434033,438.967
37,0.39461,0.00187839,0.434033,438.968
38,0.39461,0.00187838,0.434033,438.969
39,0.39461,0.00187838,0.434033,438.97
40,0.39461,0.00187839,0.434033,438.971
41,0.39461,0.00187838,0.434033,438.972
42,0.39461,0.00187838,0.434033,438.973
43,0.39461,0.00187839,0.434033,438.974
44,0.39461,0.00187838,0.434033,438.975
45,0.39461,0.00187838,0.434033,438.976
46,0.39461,0.00187839,0.434033,438.977
47,0.39461,0.00187838,0.434033,438.978
48,0.39461,0.00187838,0.434033,438.979
49,0.39461,0.00187839,0.434033,438.98
50,0.39461,0.00187838,0.434033,438.981
51,0.39461,0.00187838,0.434033,438.982
52,0.39461,0.00187839,0.434033,438.983
53,0.39461,0.00187838,0.434033,438.984
54,0.39461,0.00187838,0.434033,438.985
55,0.39461,0.00187839,0.434033,438.986
56,0.39461,0.00187838,0.434033,438.987
57,0.39461,0.00187838,0.434033,438.988
58,0.39461,0.00187839,0.434033,438.989
59,0.39461,0.00187838,0.434033,438.99
60,0.39461,0.00187838,0.434033,438.991
61,0.39461,0.00187839,0.434033,438.992
62,0.39461,0.00187838,0.434033,438.993
63,0.39461,0.00187838,0.434033,438.994
64,0.39461,0.00187839,0.434033,438.995
65,0.39461,0.00187838,0.434033,438.996
66,0.39461,0.00187838,0.434033,438.997
67,0.39461,0.00187839,0.434033,438.998
68,0.39461,0.00187838,0.434033,438.999
69,0.39461,0.00187838,0.434033,439.0
70,0.39461,0.00187839,0.434033,439.001
71,0.39461,0.00187838,0.434033,439.002
72,0.39461,0.00187838,0.434033,439.003
73,0.39461,0.00187839,0.434033,439.004
74,0.39461,0.00187838,0.434033,439.005
75,0.39461,0.00187838,0.434033,439.006
76,0.39461,0.00187839,0.434033,439.007
77,0.39461,0.00187838,0.434033,439.008
78,0.39461,0.00187838,0.434033,439.009
79,0.39461,0.00187839,0.434033,439.01
80,0.39461,0.00187838,0.434033,439.011
81,0.39461,0.00187838,0.434033,439.012
82,0.39461,0.00187839,0.434033,439.013
83,0.39461,0.00187838,0.434033,439.014
84,0.39461,0.00187838,0.434033,439.015
85,0.39461,0.00187839,0.434033,439.016
86,0.39461,0.00187838,0.434033,439.017
87,0.39461,0.00187838,0.434033,439.018
88,0.39461,0.00187839,0.434033,439.019
89,0.39461,0.00187838,0.434033,439.02
90,0.39461,0.00187838,0.434033,439.021
91,0.39461,0.00187839,0.434033,439.022
92,0.39461,0.00187838,0.434033,439.023
93,0.39461,0.00187838,0.434033,439.024
94,0.39461,0.00187839,0.434033,439.025
95,0.39461,0.00187838,0.434033,439.026
96,0.39461,0.00187838,0.434033,439.027
97,0.39461,0.00187839,0.434033,439.028
98,0.39461,0.00187838,0.434033,439.029
99,0.39461,0.00187838,0.434033,439.03
100,0.39461,0.00187839,0.434033,439.031
101,0.39461,0.00187838,0.434033,439.032
102,0.39461,0.00187838,0.434033,439.033
103,0.39461,0.00187839,0.434033,439.034
104,0.39461,0.00187838,0.434033,439.035
105,0.39461,0.00187838,0.434033,439.036
106,0.39461,0.00187839,0.434033,439.037
107,0.39461,0.00187838,0.434033,439.038
108,0.39461,0.00187838,0.434033,439.039
109,0.39461,0.00187839,0.434033,439.04
110,0.39461,0.00187838,0.434033,439.041
111,0.39461,0.00187838,0.434033,439.042
112,0.39461,0.00187839,0.434033,439.043
113,0.39461,0.00187838,0.434033,439.044
114,0.39461,0.00187838,0.434033,439.045
115,0.39461,0.00187839,0.434033,439.046
116,0.39461,0.00187838,0.434033,439.047
117,0.39461,0.00187838,0.434033,439.048
118,0.39461,0.00187839,0.434033,439.049
119,0.39461,0.00187838,0.434033,439.05
120,0.39461,0.00187838,0.434033,439.051
121,0.39461,0.00187839,0.434033,439.052
122,0.39461,0.00187838,0.434033,439.053
123,0.39461,0.00187838,0.434033,439.054
124,0.39461,0.00187839,0.434033,439.055
125,0.39461,0.00187838,0.434033,439.056
126,0.39461,0.00187838,0.434033,439.057
127,0.39461,0.00187839,0.434033,439.058
128,0.39461,0.00187838,0.434033,439.059
129,0.39461,0.00187838,0.434033,439.06
130,0.39461,0.00187839,0.434033,439.061
131,0.39461,0.00187838,0.434033,439.062
132,0.39461,0.00187838,0.434033,439.063
133,0.39461,0.00187839,0.434033,439.064
134,0.39461,0.00187838,0.434033,439.065
135,0.39461,0.00187838,0.434033,439.066
136,0.39461,0.00187839,0.434033,439.067
137,0.39461,0.00187838,0.434033,439.068
138,0.39461,0.00187838,0.434033,439.069
139,0.39461,0.00187839,0.434033,439.07
140,0.39461,0.00187838,0.434033,439.071
141,0.39461,0.00187838,0.434033,439.072
142,0.39461,0.00187839,0.434033,439.073
143,0.39461,0.00187838,0.434033,439.074
144,0.39461,0.00187838,0.434033,439.075
145,0.39461,0.00187839,0.434033,439.076
146,0.39461,0.00187838,0.434033,439.077
147,0.39461,0.00187838,0.434033,439.078
148,0.39461,0.00187839,0.434033,439.079
149,0.39461,0.00187838,0.434033,439.08
150,0.39461,0.00187838,0.434033,439.081
151,0.39461,0.00187839,0.434033,439.082
152,0.39461,0.00187838,0.434033,439.083
153,0.39461,0.00187838,0.434033,439.084
154,0.39461,0.00187839,0.434033,439.085
155,0.39461,0.00187838,0.434033,439.086
156,0.39461,0.00187838,0.434033,439.087
157,0.39461,0.00187839,0.434033,439.088
158,0.39461,0.00187838,0.434033,439.089
159,0.39461,0.00187838,0.434033,439.09
160,0.39461,0.00187839,0.434033,439.091
161,0.39461,0.00187838,0.434033,439.092
162,0.39461,0.00187838,0.434033,439.093
163,0.39461,0.00187839,0.434033,439.094
164,0.39461,0.00187838,0.434033,439.095
165,0.39461,0.00187838,0.434033,439.096
166,0.39461,0.00187839,0.434033,439.097
167,0.39461,0.00187838,0.434033,439.098
168,0.39461,0.00187838,0.434033,439.099
169,0.39461,0.00187839,0.434033,439.1
170,0.39461,0.00187838,0.434033,439.101
171,0.39461,0.00187838,0.434033,439.102
172,0.39461,0.00187839,0.434033,439.103
173,0.39461,0.00187838,0.434033,439.104
174,0.39461,0.00187838,0.434033,439.105
175,0.39461,0.00187839,0.434033,439.106
176,0.39461,0.00187838,0.434033,439.107
177,0.39461,0.00187838,0.434033,439.108
178,0.39461,0.00187839,0.434033,439.109
179,0.39461,0.00187838,0.434033,439.11
180,0.39461,0.00187838,0.434033,439.111
181,0.39461,0.00187839,0.434033,439.112
182,0.39461,0.00187838,0.434033,439.113
183,0.39461,0.00187838,0.434033,439.114
184,0.39461,0.00187839,0.434033,439.115
185,0.39461,0.00187838,0.434033,439.116
186,0.39461,0.00187838,0.434033,439.117
187,0.39461,0.00187839,0.434033,439.118
188,0.39461,0.00187838,0.434033,439.119
189,0.39461,0.00187838,0.434033,439.12
190,0.39461,0.00187839,0.434033,439.121
191,0.39461,0.00187838,0.434033,439.122
192,0.39461,0.00187838,0.434033,439.123
193,0.39461,0.00187839,0.434033,439.124
194,0.39461,0.00187838,0.434033,439.125
195,0.39461,0.00187838,0.434033,439.126
196,0.39461,0.00187839,0.434033,439.127
197,0.39461,0.00187838,0.434033,439.128
198,0.39461,0.00187838,0.434033,439.129
199,0.39461,0.00187839,0.434033,439.13
200,0.39461,0.00187838,0.434033,439.131
201,0.39461,0.00187838,0.434033,439.132
202,0.39461,0.00187839,0.434033,439.133
203,0.39461,0.00187838,0.434033,439.134
204,0.39461,0.00187838,0.434033,439.135
205,0.39461,0.00187839,0.434033,439.136
206,0.39461,0.00187838,0.434033,439.137
207,0.39461,0.00187838,0.434033,439.138
208,0.39461,0.00187839,0.434033,439.139
209,0.39461,0.00187838,0.434033,439.14
210,0.39461,0.00187838,0.434033,439.141
211,0.39461,0.00187839,0.434033,439.142
212,0.39461,0.00187838,0.434033,439.143
213,0.39461,0.00187838,0.434033,439.144
214,0.39461,0.00187839,0.434033,439.145
