,0,1,2,3
0,0.394592,0.00183834,0.434074,265.729
1,0.394592,0.00183831,0.434074,265.73
2,0.394592,0.00183829,0.434074,265.731
3,0.394592,0.00183826,0.434074,265.732
4,0.394592,0.00183824,0.434074,265.733
5,0.394592,0.00183823,0.434074,265.734
6,0.394592,0.00183822,0.434074,265.735
7,0.394592,0.0018382,0.434074,265.736
8,0.394592,0.00183821,0.434074,265.737
9,0.394592,0.0018382,0.434074,265.738
10,0.394592,0.0018382,0.434074,265.739
11,0.394592,0.00183821,0.434074,265.74
12,0.394592,0.00183822,0.434074,265.741
13,0.394592,0.00183823,0.434074,265.742
14,0.394592,0.00183825,0.434074,265.743
15,0.394592,0.00183827,0.434074,265.744
16,0.394592,0.00183829,0.434074,265.745
17,0.394592,0.00183832,0.434074,265.746
18,0.394592,0.00183834,0.434074,265.747
19,0.394592,0.00183837,0.434074,265.748
20,0.394592,0.00183841,0.434074,265.749
21,0.394592,0.00183844,0.434074,265.75
22,0.394592,0.00183848,0.434074,265.751
23,0.394592,0.00183852,0.434074,265.752
24,0.394592,0.00183856,0.434074,265.753
25,0.394592,0.0018386,0.434074,265.754
26,0.394592,0.00183865,0.434074,265.755
27,0.394592,0.00183868,0.434074,265.756
28,0.394592,0.00183872,0.434074,265.757
29,0.394592,0.00183877,0.434074,265.758
30,0.394592,0.00183881,0.434074,265.759
31,0.394592,0.00183885,0.434074,265.76
32,0.394592,0.0018389,0.434074,265.761
33,0.394592,0.00183893,0.434074,265.762
34,0.394592,0.00183897,0.434074,265.763
35,0.394592,0.00183901,0.434074,265.764
36,0.394592,0.00183904,0.434074,265.765
37,0.394592,0.00183907,0.434074,265.766
38,0.394592,0.0018391,0.434074,265.767
39,0.394592,0.00183912,0.434074,265.768
40,0.394592,0.00183915,0.434074,265.769
41,0.394592,0.00183917,0.434074,265.77
42,0.394592,0.00183919,0.434074,265.771
43,0.394592,0.0018392,0.434074,265.772
44,0.394592,0.00183922,0.434074,265.773
45,0.394592,0.00183922,0.434074,265.774
46,0.394592,0.00183922,0.434074,265.775
47,0.394592,0.00183923,0.434074,265.776
48,0.394592,0.00183922,0.434074,265.777
49,0.394592,0.00183921,0.434074,265.778
50,0.394592,0.00183921,0.434074,265.779
51,0.394592,0.00183919,0.434074,265.78
52,0.394592,0.00183918,0.434074,265.781
53,0.394592,0.00183916,0.434074,265.782
54,0.394592,0.00183914,0.434074,265.783
55,0.394592,0.00183911,0.434074,265.784
56,0.394592,0.00183909,0.434074,265.785
57,0.394592,0.00183906,0.434074,265.786
58,0.394592,0.00183902,0.434074,265.787
59,0.394592,0.001839,0.434074,265.788
60,0.394592,0.00183896,0.434074,265.789
61,0.394592,0.00183892,0.434074,265.79
62,0.394592,0.00183889,0.434074,265.791
63,0.394592,0.00183885,0.434074,265.792
64,0.394592,0.0018388,0.434074,265.793
65,0.394592,0.00183877,0.434074,265.794
66,0.394592,0.00183873,0.434074,265.795
67,0.394592,0.00183868,0.434074,265.796
68,0.394592,0.00183865,0.434074,265.797
69,0.394592,0.00183861,0.434074,265.798
70,0.394592,0.00183857,0.434074,265.799
71,0.394592,0.00183854,0.434074,265.8
72,0.394592,0.0018385,0.434074,265.801
73,0.394592,0.00183846,0.434074,265.802
74,0.394592,0.00183844,0.434074,265.803
75,0.394592,0.0018384,0.434074,265.804
76,0.394592,0.00183837,0.434074,265.805
77,0.394592,0.00183835,0.434074,265.806
78,0.394592,0.00183833,0.434074,265.807
79,0.394592,0.00183831,0.434074,265.808
80,0.394592,0.0018383,0.434074,265.809
81,0.394592,0.00183828,0.434074,265.81
82,0.394592,0.00183827,0.434074,265.811
83,0.394592,0.00183827,0.434074,265.812
84,0.394592,0.00183826,0.434074,265.813
85,0.394592,0.00183825,0.434074,265.814
86,0.394592,0.00183826,0.434074,265.815
87,0.394592,0.00183826,0.434074,265.816
88,0.394592,0.00183827,0.434074,265.817
89,0.394592,0.00183829,0.434074,265.818
