,0,1,2,3
0,0.394544,0.0018527,0.434037,553.993
1,0.394544,0.00185269,0.434037,553.994
2,0.394544,0.00185269,0.434037,553.995
3,0.394544,0.00185268,0.434037,553.996
4,0.394544,0.00185267,0.434037,553.997
5,0.394544,0.00185267,0.434037,553.998
6,0.394544,0.00185266,0.434037,553.999
7,0.394544,0.00185265,0.434037,554.0
8,0.394544,0.00185265,0.434037,554.001
9,0.394544,0.00185264,0.434037,554.002
10,0.394544,0.00185263,0.434037,554.003
11,0.394544,0.00185263,0.434037,554.004
12,0.394544,0.00185262,0.434037,554.005
13,0.394544,0.00185261,0.434037,554.006
14,0.394544,0.00185261,0.434037,554.007
15,0.394544,0.0018526,0.434037,554.008
16,0.394544,0.00185259,0.434037,554.009
17,0.394544,0.00185259,0.434037,554.01
18,0.394544,0.00185258,0.434037,554.011
19,0.394544,0.00185257,0.434037,554.012
20,0.394544,0.00185257,0.434037,554.013
21,0.394544,0.00185256,0.434037,554.014
22,0.394544,0.00185256,0.434037,554.015
23,0.394544,0.00185256,0.434037,554.016
24,0.394544,0.00185255,0.434037,554.017
25,0.394544,0.00185255,0.434037,554.018
26,0.394544,0.00185255,0.434037,554.019
27,0.394544,0.00185254,0.434037,554.02
28,0.394544,0.00185254,0.434037,554.021
29,0.394544,0.00185255,0.434037,554.022
30,0.394544,0.00185254,0.434037,554.023
31,0.394544,0.00185254,0.434037,554.024
32,0.394544,0.00185255,0.434037,554.025
33,0.394544,0.00185255,0.434037,554.026
34,0.394544,0.00185255,0.434037,554.027
35,0.394544,0.00185255,0.434037,554.028
36,0.394544,0.00185255,0.434037,554.029
37,0.394544,0.00185256,0.434037,554.03
38,0.394544,0.00185257,0.434037,554.031
39,0.394544,0.00185257,0.434037,554.032
40,0.394544,0.00185257,0.434037,554.033
41,0.394544,0.00185258,0.434037,554.034
42,0.394544,0.00185258,0.434037,554.035
43,0.394544,0.00185259,0.434037,554.036
44,0.394544,0.0018526,0.434037,554.037
45,0.394544,0.0018526,0.434037,554.038
46,0.394544,0.00185261,0.434037,554.039
47,0.394544,0.00185262,0.434037,554.04
48,0.394544,0.00185262,0.434037,554.041
49,0.394544,0.00185263,0.434037,554.042
50,0.394544,0.00185264,0.434037,554.043
51,0.394544,0.00185264,0.434037,554.044
52,0.394544,0.00185265,0.434037,554.045
53,0.394544,0.00185266,0.434037,554.046
54,0.394544,0.00185266,0.434037,554.047
55,0.394544,0.00185267,0.434037,554.048
56,0.394544,0.00185268,0.434037,554.049
57,0.394544,0.00185268,0.434037,554.05
58,0.394544,0.00185268,0.434037,554.051
59,0.394544,0.00185269,0.434037,554.052
60,0.394544,0.00185269,0.434037,554.053
61,0.394544,0.0018527,0.434037,554.054
62,0.394544,0.0018527,0.434037,554.055
63,0.394544,0.0018527,0.434037,554.056
64,0.394544,0.0018527,0.434037,554.057
